File_Index,File_Name,Error_Type,Error_Description,Line_Number,Suggested_Action
1,ABCABP030.txt,INFO,No program calls found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls
2,ACPD210_DDS.txt,INFO,No program calls found - Data Definition Specification (DDS) file - screen/file layout definitions,N/A,File processed successfully but contains no program calls
7,ACTBALW.txt,INFO,"No program calls found - Unclassified file type - may be configuration, documentation, or data file",N/A,File processed successfully but contains no program calls
8,ACTDSELW_D.txt,INFO,"No program calls found - Unclassified file type - may be configuration, documentation, or data file",N/A,File processed successfully but contains no program calls
10,ACTRETUP.txt,INFO,No program calls found - Likely non-executable RPG file - no program calls detected,N/A,File processed successfully but contains no program calls
11,ACTRETW.txt,INFO,"No program calls found - Unclassified file type - may be configuration, documentation, or data file",N/A,File processed successfully but contains no program calls
18,ADDCAVR.txt,INFO,No program calls found - Likely non-executable RPG file - no program calls detected,N/A,File processed successfully but contains no program calls
19,ADDPKVR.txt,INFO,No program calls found - Likely non-executable RPG file - no program calls detected,N/A,File processed successfully but contains no program calls
20,ADRIANNA.txt,INFO,No program calls found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls
21,ALTPAYEE.txt,INFO,No program calls found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls
22,AMBLVWGT.txt,INFO,No program calls found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls
24,ANACOMP01.txt,INFO,No program calls found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls
25,APHIST.txt,INFO,No program calls found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls
26,APHISTORY.txt,INFO,No program calls found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls
27,APHISTORY1.txt,INFO,No program calls found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls
28,APHISTORYA.txt,INFO,No program calls found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls
29,APPAY.txt,INFO,No program calls found - SQL Query file - database query definitions,N/A,File processed successfully but contains no program calls
